model,fold,text,true_label,predicted_label
Typhoon2-3B,3,การแต่งตั้งคณะกรรมการสอบข้อเท็จจริงและคณะกรรมการสอบวินัยร้ายแรงไม่ชอบด้วยกฎหมาย จนเป็นเหตุให้ผู้กล่าวหาถูกปลดจากราชการ,5,0
Typhoon2-3B,3,เข้าถึงข้อมูลส่วนบุคคลของนางสาว ป. และเด็กหญิง พ. โดยไม่ได้รับความยินยอม และก่อให้เกิดความเสียหายแก่บุคคลทั้งสอง,5,0
Typhoon2-3B,3,สำนักงานการตรวจเงินแผ่นดิน ได้ตรวจสอบโครงการประชุมสัมมนาพัฒนาครูและบุคลากรทางการศึกษา ปีงบประมาณ พ.ศ. 2559-2560 ของสำนักงานเขตพื้นที่การศึกษามัธยมศึกษาเขต 32 ปรากฏว่ามีการนำเงินงบประมาณจากโครงการดังกล่าวไปใช้ในการปรับปรุงและพัฒนาสำนักงานรวมทั้งการจัดซื้อครุภัณฑ์ต่างๆ ซึ่งเป็นการดำเนินการไม่เป็นไปตามวัตถุประสงค์ของโครงการและเป็นการไม่ปฏิบัติตามระเบียบแบบแผนของทางราชการ ส่อไปในทางทุจริต เป็นเหตุให้ราชการเสียหายอย่างร้างแรง ซึ่งผู้ถูกร้องคือ คณะอนุกรรมการข้าราชการครูและบุคลากรทางการศึกษาประจำเขตพื้นที่การศึกษา (อ.ก.ค.ศ.) วิสามัญเกี่ยวกับวินัยและการออกจากราชการ มีพฤติการณ์การกระทำความผิดถ่วงเวลาการสอบสวนเพิ่มเติม เพื่อให้กระบวนการพิจารณาลงโทษทางวินัยแก่นางสาว ร. ล่าช้า ให้ล่วงเวลาเกษียณอายุราชการ เกินกว่า 3 ปี ทำให้ผู้นี้พ้นโทษทางวินัย และส่วนราชการไม่สามารถดำเนินการทางวินัยได้ และยังไม่มีการดำเนินการกับนาง ป.,5,0
Typhoon2-3B,3,เพิกเฉยไม่ดำเนินการทางวินัยกับนางสาว ร. ในกรณีที่ สำนักงาน ป.ป.ท. มีมติชี้มูลความผิด,5,0
Typhoon2-3B,3,เข้ามีส่วนได้เสียในการจัดซื้อข้าวกล่องแจกประชาชนผู้ประสบภัยน้ำท่วม,2,0
Typhoon2-3B,3,กระทำความผิดตามพระราชบัญญัติว่าด้วยความผิดเกี่ยวกับการเสนอราคาต่อหน่วยงานของรัฐ พ.ศ. ๒๕๔๒ กรณีกีดกันการแข่งขันราคา,2,7
Typhoon2-3B,3,"ทุจริต การดำเนินโครงการปรับปรุงคลองส่งน้ำ MC-2L โครงการเขื่อนยโสธร P5 (สาย 01A, 03,05) ตำบลหัวเมือง อำเภอมหาชนะชัย จังหวัดยโสธร",2,0
Typhoon2-3B,3,"กล่าวหา นายกองค์การบริหารส่วนตำบล น. อำเภอปทุมรัตต์ จังหวัดร้อยเอ็ด ว่า (1) จัดทำโครงการก่อสร้างถนนคอนกรีตเสริมเหล็กบ้านโนนเจริญ หมู่ที่ 10 งบประมาณ 290,000 บาท ปีงบประมาณ 2564 โดยมิชอบ และ (2) จัดทำโครงการขยายเขตไฟฟ้าแรงต่ำโดยมิชอบ",2,0
Typhoon2-3B,3,"จัดซื้อจัดจ้างโครงการก่อสร้างปรับปรุงซ่อมแซมถนนแอสฟัสท์ติกคอนกรีตสายทางบ้านเมืองสรวง หมู่ที่ ๒ ไปบ้านหนองหมู หมู่ที่ ๕ ต.เมืองสรวง กว้าง ๖ เมตร พื้นที่ ๑๘,๖๐๐ ตารางเมตร งบประมาณ 9,900,000 บาท โดยวิธีคัดเลือก ประจำปี พ.ศ. ๒๕๖๕ เนื่องจากโครงการดังกล่าวมีพฤติการณ์ส่อไปในทางทุจริตมีลักษณะสมยอมราคาหรือ “ฮั้วกัน” โดยมีเจ้าหน้าที่รู้เห็นเป็นใจ",2,1
Typhoon2-3B,3,"ทุจริตการจัดจ้างปรับปรุงต้นเฟื่องฟ้า และผิวจราจร โดยสั่งการให้เจ้าหน้าที่ดำเนินการจัดซื้อจัดจ้างโดยวิธีพิเศษ แต่เจ้าหน้าที่พัสดุปฏิเสธไม่ดำเนินการ ผู้ถูกกล่าวหาจึงนำเรื่องดังกล่าวไปดำเนินการเอง ใช้งบประมาณเร่งด่วน โดยพิจารณาอนุมัติและลงนามจัดซื้อจัดจ้างในราคาสูงกว่าราคาท้องตลาดมาก เช่น งานปรับปรุงต้นเฟื่องฟ้าบริเวณ ทางยกระดับทางเข้าสนามบินสุวรรณภูมิ ใช้งบประมาณ 7 ล้านบาท, งานปรับปรุงสวนหย่อมในอาคารและห้อง VIP ท่าอากาศยานสุวรรณภูมิ งบประมาณ 17 ล้านบาท และงานปรับปรุงทาสีพื้นผิวจราจร ท่าอากาศยานสุวรรณภูมิ งบประมาณตารางเมตรละ 200 บาท (เหตุเกิดปี 2555)",2,0
Typhoon2-3B,3,"ทุจริตโครงการจัดซื้อคอมพิวเตอร์ (โครงการเซมิ) 1,200 เครื่อง เมื่อปลายปี พ.ศ. 2556 โดยซื้อเครื่องคอมพิวเตอร์ที่มีราคาสูงเกินจริงและไม่สามารถใช้งานระบบออนไลน์ได้ จึงมีการนำเครื่องคอมพิวเตอร์ดังกล่าวไปเก็บไว้ในคลังสินค้า 1 ธนบุรี เพื่อซ่อนเร้นความผิด",2,1
Typhoon2-3B,3,ทุจริตเงินงบประมาณโครงการเรียนฟรี 12 ปี โดยนำเงินค่าวัสดุอุปกรณ์การเรียนนักเรียนชั้น ม.1 และ ม.4 ไปจัดซื้อกระเป๋านักเรียน โดยไม่นำเงินไปจ่ายให้กับผู้ปกครองตามระเบียบ,2,0
Typhoon2-3B,3,เบิกจ่ายเงินชดเชยค่างานก่อสร้าง (ค่า K) ในโครงการก่อสร้างปรับปรุงถนน 3 สาย ขององค์การบริหารส่วนจังหวัด ร. ให้แก่ผู้รับจ้าง ไม่เป็นไปตามระเบียบข้อกฎหมาย,2,0
Typhoon2-3B,3,ไม่พิจารณาให้บริษัท ศ. ผ่านคุณคุณสมบัติ และเป็นผู้ชนะการเสนอราคา,2,0
Typhoon2-3B,3,ดำเนินการประกวดราคาซื้อ โดยมุ่งหมายมิให้มีการแข่งขันในการเสนอราคาอย่างเป็นธรรม ,2,0
Typhoon2-3B,3,ดำเนินโครงการต่างๆ ของโรงเรียนวัดหนองสังข์ ไปโดยไม่ชอบด้วยกฎหมาย,2,0
Typhoon2-3B,3,ดำเนินการก่อสร้างถนน คสล. พร้อมคูระบายน้ำ ซอยป๋าดพ หมู่ที่ 2 เพื่อเอื้อประโยชน์ให้กับนาย ป.,2,0
Typhoon2-3B,3,แบ่งซื้อแบ่งจ้าง,2,1
Typhoon2-3B,3,ดำเนินการประกวดราคาซื้อรถยนต์ดูดสิ่งโสโครก จำนวน ๑ คัน โดยมุ่งหมายมิให้มีการแข่งขันในการเสนอราคาอย่างเป็นธรรม,2,0
Typhoon2-3B,3,"     ๑. ทุจริตโครงการอาหารกลางวัน โดยนำบุคคลภายนอกมาทำหน้าที่จัดซื้อและ  ขายอาหารกลางวันให้แก่เด็กนักเรียน และแสวงหาผลประโยชน์ทางธุรกิจโดยการถอดเครื่องทำน้ำเย็นออก และนำบุคคลภายนอกมาขายน้ำดื่มให้แก่เด็กนักเรียน 
     ๒. บริหารจัดการงบประมาณในสถานศึกษาต่าง ๆ รวมถึงรายได้จากการจัดกิจกรรมปั่นเพื่อน้องเมื่อวันที่ ๑๖ ธันวาคม ๒๕๖๑ ไม่โปร่งใส
     ๓. ละเลยการมาปฏิบัติงาน และละเลยการตรวจสอบสภาพความพร้อมความปลอดภัยในสถานศึกษา ได้แก่ สนามเด็กเล่น มูลนกพิราบบริเวณหน้าห้องเรียน และห้องน้ำนักเรียนชั้นอนุบาล
",2,0
Typhoon2-3B,3,ผู้ถูกร้องไม่ดำเนินการจัดซื้อจัดจ้างงานปรับปรุงห้องตรวจผู้ป้วยนอกให้ถูกต้องตามกฎหมาย,2,0
Typhoon2-3B,3,"ทุจริต สมยอมราคา ในการจัดซื้อจัดจ้างโครงการก่อสร้างปรับปรุงซ่อมแซ่มชั้นโครงสร้างทางเดินซีเมนต์ผสมโพลิเมอร์ (กึ่งคอนกรีต) สายบ้านโคกเวง เชื่อมบ้านห้วยเสนง จำนวน ๒ ช่วง งบประมาณ ๘,๔๕๐,๐๐๐ บาท",2,1
Typhoon2-3B,3,"ทุจริต สมยอมราคา ในการจัดซื้อจัดจ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก สายทางบ้านทำนบ-บ้านโคกตะเคียน ตำบลกันตวจระมวล รหัสสายทางหลวงท้องถิ่น สน.ถ.6-005 งบประมาณ 9,617,000 บาท",2,1
Typhoon2-3B,3,ดำเนินโครงการจัดซื้อกล้องวงจรปิด (cctv) และโครงการจัดซื้อเครื่องออกกำลังกายกลางแจ้งพร้อมติดตั้ง เมื่อปีงบประมาณ 2558 โดยมิชอบ,2,0
Typhoon2-3B,3,ใช้อำนาจในตำแหน่งหรือหน้าที่โดยมิชอบ กรณีอนุมัติให้มีการก่อสร้างถนนคอนกรีต เข้าไปในที่ดินของราษฎร ทั้งที่ไม่ได้มีการอุทิศที่ดิน เพื่อก่อสร้างถนนคอนกรีต,2,0
Typhoon2-3B,3,ร่วมกันทุจริตโครงการก่อสร้างงานซ่อมสร้างผิวทางแอสฟัลท์ติกคอนกรีต สายบ้านโต๊ะซอ-บ้านลุง หมู่ที่ 5 ตำบล น. อำเภอสายบุรี จังหวัดปัตตานี,2,0
Typhoon2-3B,3,ปฏิบัติหน้าที่โดยทุจริต เอื้อประโยชน์ให้ห้างหุ้นส่วนจำกัด ช. โดยนาง ช. ซึ่งเป็นพี่สาวของผู้ถูกร้อง ได้เข้าเป็นคู่สัญญากับ อบต. ป. ในโครงการก่อสร้างหอประชุมหมู่บ้าน บ้าน น. ปีงบประมาณ พ.ศ. ๒๕๖๕,2,0
Typhoon2-3B,3,"ผู้ถูกร้องซึ่งเป็นผู้รับผิดชอบในการจัดอบรม มีการดำเนินการจัดอบรมไม่ตรงกับความเป็นจริง
",2,0
Typhoon2-3B,3,สั่งซื้อและรับมอบวัสดุครุภัณฑ์จากผู้ขาย ก่อนมีการขออนุมัติจัดทำโครงการ,2,0
Typhoon2-3B,3,ขุดบ่อดินได้รับอนุญาติ แต่ขนาดและพื้นที่กว้างหรือใหญ่กว่าที่ขออนุญาติ โดยสร้างความเดือดร้อนให้แก่ ชาวบ้านและชุมชม,2,0
Typhoon2-3B,3,ทุจริตจัดซื้อจัดจ้างโครงการจัดการเรียนรู้เชิงรุกเพื่อพัฒนาผู้เรียนด้านการคิดเชิงคำนวณ,2,1
Typhoon2-3B,3,เป็นเจ้าพนักงานปฏิบัติหรือละเว้นการปฏิบัติหน้าที่โดยมิชอบ หรือโดยทุจริต งบประมาณปี 2557 เกี่ยวกับการซ่อมแซมบ้านพักโครงการชลประทาน,2,0
Typhoon2-3B,3,คำกล่าวหาลักษณะบัตรสนเท่ห์,2,0
Typhoon2-3B,3,ทุจริตประมูลยาของโรงพยาบาลของรัฐในจังหวัด ก.โดยให้บริษัทอื่นๆยื่นเสนอราคาที่สูงเกินจริงเพื่อที่บริษัท อ. ได้เป็นผู้ชนะการเสนอราคา,2,0
Typhoon2-3B,3,ทุจริตเอารถของทางราชการไปใช้โดยมิชอบ ขายขยะรีไซเคิลโดยมิชอบ เเละมีพฤติกรรมเลือกปฏิบัติกับบุคลากรในสังกัดโดยมิชอบ,2,0
Typhoon2-3B,3,กลุ่มงานป้องกันการทุจริต สำนักงาน ป.ป.ช. ประจำจังหวัด ป. ได้รับแจ้งข้อมูลจากเครือข่ายภาคประชาชนชมรม STRONG – จิตพอเพียงต้านทุจริตจังหวัด ป. กรณีโครงการก่อสร้างวางท่อระบายน้ำคอนกรีตเสริมเหล็กบริเวณสามแยกหน้าศาลาประชาคมหมู่ที่ 5 ตำบล ท. ซึ่งอยู่ในความรับผิดชอบขององค์การบริหารส่วนตำบล ท. โดยมีข้อสังเกตในมาตรฐานการดำเนินงานว่า เป็นไปตามแบบรูปรายการตามสัญญา หรือไม่ นั้น จึงได้มีการขอตั้งเหตุอันควรสงสัยในเวลาต่อมา,2,0
Typhoon2-3B,3,ทุจริตการจัดซื้อรถยนต์บรรทุกน้ำโดยมีกระบวนการจัดซื้อไม่ชอบ และรถยนต์บรรทุกน้ำที่ผ่านการคัดเลือกมีคุณสมบัติของเครื่องสูบน้ำไม่เป็นไปตามที่กำหนดในสาระสำคัญ ,2,1
Typhoon2-3B,3,ปรับเงินจากผู้ขายในการจัดซื้อยูนิตฟันโดยมิชอบ,2,0
Typhoon2-3B,3,ขอให้ตรวจสอบโครงการปรับปรุงโรงฆ่าสัตว์เดิมเป็นโรงฆ่าโคมาตรฐาน,2,0
Typhoon2-3B,3,ดำเนินการโครงการก่อสร้างถนนคอนกรีตเสริมเหล็กสายบ้านนาย ย. หมู่ที่ 2 บ้าน พ.  เมื่อปีงบประมาณ พ.ศ. 2558 รุกล้ำที่ดินของผู้กล่าวหา ทำให้ผู้กล่าวหาได้รับความเสียหาย อีกทั้งโครงการดังกล่าวเป็นการก่อสร้างในพื้นที่ขององค์การบริหารส่วนตำบล ว. มิใช่พื้นที่ขององค์การบริหารส่วนตำบล ด. แต่อย่างใด,2,0
Typhoon2-3B,3,"ดำเนินโครงการติดตั้งโคมไฟถนนพลังงานแสงอาทิตย์ในพื้นที่จังหวัดสมุทรปราการ จำนวน 3,967 ต้น ไม่เป็นไปตามระเบียบของทางราชการ และมีการติดตั้งโคมไฟซ้ำซ้อนกับองค์กรปกครองส่วนท้องถิ่นอื่น",2,0
Typhoon2-3B,3,แก้ไขสัญญาและปรับลดเงินค่าจ้าง โครงการวางท่อระบายน้ำ หมู่ที่ ๑๔ บ้าน ค. ตำบล ส. อำเภอเมือง ส. จังหวัด ส. โดยมิชอบ,2,0
Typhoon2-3B,3,จัดซื้อจัดจ้างซื้ออุปกรณ์ต่างๆ การสร้างตึกใหม่ วิทยาลัย พ. พฤติกรรมเชิงชู้สาวกับข้าราชการในหน่วยงาน มีค่าลายเซ็นให้คณะกรรมการตรวจสอบวัสดุ,2,1
Typhoon2-3B,3,คณะกรรมการกำหนดราคากลางและรายละเอียดคุณลักษณะเฉพาะทางเทคนิคของระบบกล้องโทรทัศน์วงจรปิด มีลักษณะเป็นการเอื้อประโยชน์ให้ผู้ขายยี่ห้อใดยี่ห้อหนึ่ง,2,0
Typhoon2-3B,3,ไม่แสดงรายละเอียดเกี่ยวกับการก่อสร้าง ประชาชนได้ใช้น้ำไม่มีคุณภาพ,2,0
Typhoon2-3B,3,กล่าวหา นาย ส. ตำแหน่ง นายกองค์การบริหารส่วนตำบล บ. อำเภอ ส. จังหวัด ส. ว่ากระทำความผิดฐานทุจริตต่อหน้าที่หรือกระทำความผิดต่อตำแหน่งหน้าที่ราชการ กรณีมีการดำเนินการก่อนทำสัญญาจัดซื้อจัดจ้างหรือไม่ มีส่วนได้เสียในการเสนอราคาระหว่างผู้รับจ้างกับเจ้าหน้าที่ในหน่วยงานหรือไม่ นางสาว ย. หัวหน้าเจ้าหน้าที่พัสดุ กับนาย ส. มีความสัมพันธ์เป็นลูกพี่ลูกน้อง เอื้อประโยชน์ให้กันหรือไม่,2,1
Typhoon2-3B,3,ทุจริตรื้อถอนป้ายโครงการเดิมที่ดำเนินการแล้วเสร็จ นำมาใช้ในโครงการใหม่ของปี 2566 ,2,0
Typhoon2-3B,3,จัดซื้อจัดจ้างรถขยะ 6 ตัน,2,0
Typhoon2-3B,3,ดำเนินการจัดซื้อครุภัณฑ์เก้าอี้นักเรียน 3 โครงการโดยวิธีเฉพาะเจาะจงโดยมิชอบ,2,0
Typhoon2-3B,3,"ประกาศสอบราคาซื้อเครื่องพ่นหมอกควัน ลงวันที่ 4 กันยายน 2557 โดยเอื้อประโยชน์แก่ผู้เข้าเสนอราคา 
หรือกระทำความผิดตามพระราชบัญญัติว่าด้วยความผิดเกี่ยวกับการเสนอราคาต่อหน่วยงานของรัฐ พ.ศ. 2542",2,0
Typhoon2-3B,3,ละเว้นการปฏิบัติหน้าที่ ไม่ตรวจรับงานจ้างและเบิกจ่ายเงินค่าจ้างตามสัญญาให้แก่ บริษัท ธัญวลัยฐนกร จำกัด ผู้รับจ้างในโครงการวางท่อระบายน้ำ ค.ส.ล. พร้อมบ่อพัก ถนนสายหลักต่อจากของเดิมลงสู่ลำเหมืองบ้านต้นลุง หมู่ที่ 10 ตามสัญญาจ้างเลขที่ CNTR-00506/65 ลงวันที่ 2 พฤษภาคม 2565 ทำให้บริษัทดังกล่าวได้รับความเสียหาย,2,0
Typhoon2-3B,3,ทุจริตการเบิกจ่ายเงินราชการลับของกรมการจัดหางาน ปีงบประมาณ 2553-2557,1,0
Typhoon2-3B,3,ก่อสร้างถนนหินคลุกไม่ถูกต้องตามแบบ,1,0
Typhoon2-3B,3,เบียดบังเงินโครงการแก้ไขปัญหาความยากจน,1,4
Typhoon2-3B,3,ทุจริตโครงการก่อสร้าง,1,0
Typhoon2-3B,3,"จัดซื้อเครื่องแสกนลายนิ้วมือชนิดบันทึกเวลาเข้าออกงานโดยราคาที่จัดซื้อน่าจะมีราคาสูงกว่าความเป็นจริง
",1,0
Typhoon2-3B,3,ทุจริตโครงการฝึกอบรมทบทวนอาสาสมัครป้องกันภัยฝ่ายพลเรือน,1,0
Typhoon2-3B,3,บัตรสรเทห์ร้องเรียนเจ้าหน้าที่ประกันสังคมจังหวัด ม.,1,0
Typhoon2-3B,3,"๑.เรียกเก็บเงินค่าใช้จ่ายในการเดินทางไปราชการจากผู้กล่าวหาจำนวน ๓,๔๔๐ บาทโดยมิชอบ 
๒.เรียกเก็บเงินค่าจ้างจากลูกจ้างชั่วคราวจำนวน ๒,๐๐๐ บาท โดยมิชอบ
๓.เบียดบังเวลาราชการไปเพื่อประโยชน์ส่วนตัว",1,0
Typhoon2-3B,3,ทุจริตเกี่ยวกับการจัดซื้อจัดจ้าง,0,1
Typhoon2-3B,3,ผู้ถูกร้องนำรถยนต์ราชการ ยี่ห้อ โตโยต้า ฟอร์จูนเนอร์ สีขาว ไปใช้ส่วนตัว และมีข่าวว่าผู้ถูกร้องได้นำรถยนต์คันดังกล่าวไปจำนำเพื่อนำเงินไปเล่นการพนัน,4,0
Typhoon2-3B,3,สำนักงานการตรวจเงินแผ่นดินส่งเรื่องให้ดำเนินการ,4,0
Typhoon2-3B,3,ขุดเจาะดินใต้พื้นถนนลาดยางและเจาะผนังคอนกรีตคลองชลประทาน วางท่อพีวีส่งน้ำจากคลองชลประทานสายบ้านโพนทอง-ห้วยสีทน ตำบล พ. อำเภอเมืองกาฬสินธุ์ จังหวัดกาฬสินธุ์ มาใช้ประโยชน์ โดยไม่ได้ขออนุญาตจาก สำนักงานทางหลวงชนบทที่ ๑๖ จังหวัดกาฬสินธุ์ และสำนักงานชลประทานที่ ๖ จังหวัดกาฬสินธุ์,4,0
Typhoon2-3B,3,สั่งพนักงานจ้างและคนงานจ้างเหมาบริการนำอุปกรณ์เครื่องมือต่างๆของเทศบาลตำบล ข. เข้าไปทำงานในฟาร์มสวนและนามตนเองอันเป็นการใช้อำนาจโดยทุจริต,4,0
Typhoon2-3B,3,"เป็นเจ้าพนักงานมีหน้าที่รับจ่ายเงิน เบียดบังเงินของธนาคารออมสิน สาขาพัทยา – สุขุมวิท จำนวน ๒,๕๐๐ บาท เป็นของตนโดยทุจริต และลักทรัพย์ที่เป็นของนายจ้างหรือที่อยู่ในความครอบครองของนายจ้าง",4,0
Typhoon2-3B,3,ใช้จ่ายเงินในบัญชีของมูลนิธิสากลเพื่อคนพิการ เลขบัญชีที่ ๗๑๕๑๕๕๕๖๗๙ พ.ศ. ๒๕๖๐โดยผิดวัตถุประสงค์ของมูลนิธิสากลเพื่อคนพิการ และไม่มีการจัดทำเอกสารการเบิกจ่ายให้เป็นไปตามระเบียบของทางราชการ,4,0
Typhoon2-3B,3,ทุจริตการเบิกจ่ายงบประมาณโครงการ SML ปี 2554,4,0
Typhoon2-3B,3,"รับเงินสดจากลูกค้าที่มาชำระสินเชื่อชีวิตสุขสันต์ แต่ไม่ลงรับรายการแบบชำระเงินสด กลับลงรายการชำระตามคำสั่งแบบพิเศษ ทำให้ยอดบัญชีในงบทดลองไม่ถูกต้องและมีเงินสดเกินบัญชี จำนวน 5,016.26 บาท โดยไม่แจ้งรายการเงินเกินบัญชีประจำวัน และได้นำเงินจำนวนดังกล่าวไปใช้ประโยชน์ส่วนตน",4,0
Typhoon2-3B,3,ผู้อำนวยการสำนักงานทางหลวงชนบทที่ 11 (สุราษฎร์ธานี) นำรถทางราชการไปใช้ในกิจกรรมนอกงานราชการ หรือกิจกรรมประโยชน์ส่วนตัว,4,0
Typhoon2-3B,3,ขอให้ตรวจสอบ และเอาผิดตามกฎหมายกับนาย ภ. นายกองค์การบริหารส่วนตำบล ค. มีพฤติกรรมส่อไปในทางทุจริตผิดกฎหมายโดยนำรถยนต์ราชการไปใช้ส่วนตัวประกอบกับมีพฤติกรรมติดการพนันจนมีข่าวว่านำรถของราชการไปจำนำไว้กับบ่อนการพนันเพื่อนำเงินมาเล่นการพนัน,4,0
Typhoon2-3B,3,กรณี 1) เก็บค่าธรรมเนียมรังวัดที่ดินเกินกว่าอัตราที่กฎหมายกำหนด 2) รังวัดที่ดินมีเนื้อที่ไม่ตรงตามความเป็นจริง เเละ 3) ย้ายจุดหลักหมุดโดยไม่เเจ้งผู้กล่าวหาทราบ,4,0
Typhoon2-3B,3,นำรถยนต์ส่วนกลางของสำนักงาน ท. คันหมายเลขทะเบียน กข xxxx ช. หรือคันหมายเลขทะเบียน ขก xxxx ส. ไปใช้เพื่อประโยชน์ส่วนตัว,4,0
Typhoon2-3B,3,ขอให้ตรวจสอบการกระทำของนาง ด. ตำแหน่งอุตสาหกรรมจังหวัด ร. ว่าเป็นการกระทำผิดต่อหน้าที่ราชการและมีการรับผลประโยชน์,4,0
Typhoon2-3B,3,ลักทรัพย์นายจ้างหรือที่อยู่ในครอบครองของนายจ้าง และโดยทุจริตหรือโดยหลอกลวงนำเข้าสู่ระบบคอมพิวเตอร์ซึ่งข้อมูลคอมพิวเตอร์ที่บิดเบือนหรือปลอมว่าทั้งหมดหรือบางส่วน หรือข้อมูลคอมพิวเตอร์อันเป็นเท็จโดยประการที่น่าจะเกิดความเสียหายแก่ประชาชนอันเป็นการฝ่าฝืนต่อกฎหมาย ,4,0
Typhoon2-3B,3,จัดซื้อน้ำยากำจัดกลิ่นขยะ เมื่อปีงบประมาณ ๒๕๕๘ โดยไม่มีการดำเนินการจัดซื้อจริง และร่วมกันจัดทำเอกสารหลักฐานและรับรองเอกสารหลักฐานอันเป็นเท็จ เพื่อประกอบการเบิกจ่ายเงิน,4,0
Typhoon2-3B,3,ร่วมกันลงนามในเช็คเบิกจ่ายเงินเพราะทั้งสามมีอำนาจในการลงนามโดยไม่มีหลักฐานการเบิกจ่ายเงิน และไม่ได้ทำโครงการจริง ไม่มีการจัดซื้อจัดจ้างจริง,4,0
Typhoon2-3B,3,กรณีร่ำรวยผิดปกติ เมื่อได้รับแต่งตั้งให้ดำรงตำแหน่งวิศวกรใหญ่ฝ่ายโครงการพิเศษและก่อสร้าง (วญส.) มีหน้าที่ดูแลงานก่อสร้างโครงการต่างๆ หลายโครงการ ซึ่งมีมูลค่าหลายพันล้านบาท ตั้งแต่ปี 2552-2554 โดยร่วมกับผู้รับจ้างในโครงการต่างๆ หาประโยชน์จากโครงการ เบียดบังงบประมาณของภาครัฐสำหรับงานก่อสร้างมาใช้ส่วนตัว ทำให้ผู้ถูกร้องมีฐานะดีขึ้นกว่าเดิมอย่างเห็นได้ชัด ดังนี้ 1. ซื้อบ้านจัดสรรบริเวณถนนราชพฤกษ์มูลค่าประมาณ 10 ล้านบาท (รวมตกแต่งภายใน) 2. ส่งบุตรสาวไปเรียนที่ประเทศอังกฤษในระดับมัธยมตอนปลาย - ระดับอุดมศึกษา ซึ่งมีค่าใช้จ่ายในการศึกษาปีละไม่น้อยกว่า 2 ล้านบาท อีกทั้งบุตรสาวยังใช้ของใช้ที่มีมูลค่าสูงมาก,6,0
Typhoon2-3B,3,"เรื่องนี้ผู้ร้องแจ้งเบาะแส กล่าวหาเจ้าหน้าที่ของรัฐชื่อนาย อ. ว่าร่ำรวยผิดปกติ โดยใช้เฟสบุ๊กชื่อ A โพสต์รูปรถหรู ดังนี้ 1. เมื่อวันที่ 19 มกราคม 2566 โพสต์รูปรถเบนซ์ ทะเบียน (ไม่แน่ชัดเพราะเป็นป้ายแดง) 2. เมื่อวันที่ 7 มกราคม ไม่ปรากฏปีใด โพสต์รถบีเอ็มดับเบิลยู ทะเบียน (ไม่แน่ชัดเพราะเป็นป้ายแดง) ในลักษณะเป็นเจ้าของและจากการตรวจสอบข้อมูลในฐานข้อมูลกรมการขนส่งทางบก พบรถยนต์ยี่ห้อ MERCEDES BENZ  เลขทะเบียน ขง-91 สุราษฎร์ธานี วันที่จดทะเบียนวันที่ 29 มกราคม 2567 มีชื่อผู้ถูกร้องเป็นผู้ครอบครอง มีชื่อธนาคารทหารไทยธนชาต จำกัด (มหาชน) เป็นผู้ถือกรรมสิทธิ์ ผิดวิสัยของราชการตำรวจ โดยมีความสงสัยว่ารถหรูของตำรวจนายนี้ ได้มาโดยมิชอบตามกฎหมายหรือไม่
",6,0
Typhoon2-3B,3,เป็นพนักงานเรียก รับ หรือยอมจะรับทรัพย์สินหรือประโยชน์อื่นใด สำหรับตนเองหรือผู้อื่นโดยมิชอบ เพื่อกระทำการหรือไม่กระทำการอย่างใดในตำแหน่ง ไม่ว่าการนั้นจะชอบหรือไม่ชอบด้วยหน้าที่ โดยการขอมีเพศสัมพันธ์กับผู้ถูกจับกุมในคดียาเสพติด,7,0
Typhoon2-3B,3,"กรณียักยอกทรัพย์ของทางราชการ  โดยผู้ถูกร้องได้นำทรายจากแม่น้ำน่าน จำนวน 200,000 ลูกบาศก์เมตร มาจำหน่ายให้แก่เอกชน  และเสนอเงินให้แก่ผู้ว่าราชการจังหวัดน่าน เป็นจำนวนเงิน 50.000 บาท เพื่อให้ผู้ว่าราชการจังหวัดน่านอนุมัติให้มีการจำหน่ายทรายดังกล่าว ",7,0
Typhoon2-3B,3,"ผู้กล่าวหาได้เดินทางด้วยรถยนต์กระบะ ระหว่างทางได้พบด่านตรวจ เจ้าหน้าที่ได้ทำการตรวจค้น พร้อมทั้งตรวจปัสสาวะแต่ไม่พบสารเสพติดใด ๆ ต่อมาเจ้าหน้าที่ได้ตรวจพบบุหรี่ไฟฟ้าและน้ำยาบุหรี่บริเวณเบาะผู้โดยสารด้านหลัง โดยเจ้าหน้าที่ได้เสนอที่จะช่วยผู้กล่าวหา โดยให้ผู้กล่าวหาจ่ายเงินจำนวน ๓๐,๐๐๐ บาท ผู้กล่าวหาไม่มีเงินจึงได้ต่อรองเหลือ จ่ายเงินจำนวน ๑๐,๐๐๐ บาท โดยได้ไปกดเงินจากตู้ ATM และนำมามอบให้เจ้าหน้าที่โดยนำเงินสดใส่แก้วพลาสติก จากนั้นผู้กล่าวหาก็ได้รับการปล่อยตัวกลับ",7,0
Typhoon2-3B,3,ละเว้นการปฏิบัติหน้าที่โดยมีการเรียกรับเงิน,7,0
Typhoon2-3B,3,"1, เรียกรับเงินจากคนงานรับใหม่ 5 คน คนละ 40,000 - 60,000 บาท
2. จัดซื้อถังขยะใหม่ เพื่อเรียกส่วนต่าง หรือเปอร์เซ็นต์จากผู้ประกอบการ
3. ดื่มเครื่องดื่มแอลกอฮอล์ในเวลาราชการ",7,0
